t-SNE Feature 1,t-SNE Feature 2,cluster
-17.776087,20.788301,11
-44.07729,-17.584953,9
71.889565,-24.72702,1
-11.489081,-28.252834,2
-56.533955,-20.403423,9
71.889565,-24.72702,1
24.352655,-5.522369,12
-73.001724,48.50828,3
22.882315,86.49285,3
22.336843,53.113777,4
31.232239,57.72656,4
29.340921,-50.69578,8
63.91069,6.3966646,7
24.731262,54.46615,4
32.259747,-10.318722,12
-10.493922,-18.257177,2
-93.98991,15.488328,3
-11.912913,11.34521,11
30.764608,51.570217,4
71.889565,-24.72702,1
-12.282309,-17.774246,2
-19.98386,-62.19472,10
-27.426125,87.02952,3
35.09601,-38.8677,8
-10.231214,44.322517,0
32.55529,-54.77229,8
-12.47481,15.671899,11
29.672201,-42.14735,8
22.882315,86.49285,3
-18.889078,-66.784645,10
-39.794567,-15.555297,9
71.889565,-24.72702,1
8.629584,21.937332,6
28.647167,-52.471817,8
3.7508008,-22.076244,2
-17.214201,-37.877186,10
-1.0574886,-48.10329,2
-93.98991,15.488328,3
-58.743664,-19.364584,9
59.787582,24.828465,7
